,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
7838,,None,4,"Each framework offers a small number of useful innovations and abstractions for a particular task, and then heavily couples it with a large set of redundant functionality. Libraries are then tied to  individual frameworks, rather than languages.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7839,,None,1,"And each divergent device profile that must be supported potentially represents new input paradigms (touch, mouse, voice, d-pad, pen, etc.) and output scale (TV, workstation, laptop, tablet, smart phone, feature phone, etc.).",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7840,,None,4,"Simple plain text pages, such as the first web page ever created (see source), work fine on all these devices.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7841,,None,2,"JS is quirky, but just because one doesn't immediately get it doesn't mean they're a bad programmer. Also, JS's versatility lends itself to a wide variety of frameworks and libraries; in many cases, choosing the tool is much more daunting than the task itself. Both of these make JS complicated.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7842,,None,2,"Anyone who thinks web programming is complicated because of javascript is in general an incompetent programmer.

Replace javascript with *any* other language, and you'd still have similar amount of complexity. Try any existing X->to->JS compilers if you want to.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7843,,None,1,"It doesn't matter whether some programmers don't have a choice in tools. Ultimately, whoever decides is responsible for the choice, the ""right choice"" is correct regardless of how many ""unnecessarily complicated"" choices exist or will exist in the future (loop this logic when requirements change)",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7844,,None,3,The underlying OS is abstracted away by the web browser. Chrome and Firefox have 88% of the browser market share as of May 2016.,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7845,,None,1,"programmers don't often have a choice in the tools they use, and even if they did, it would be bad for their careers to put simplicity first-technical interviewers have unrealistic ideas about their requirements and value ""rock stars"" with buzzword-complaint resumes over sound engineering judgement.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7846,,None,3,OO design does not require static typing. Smaller frameworks can be built with dynamically typed languages. ,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7847,,None,2,"The frameworks add little value, so they can be created quickly. However, many use different sets of abstractions, rather than add to existing model of JavaScript and the browser.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7848,,None,1,"Many frameworks simply re-invent things that already exist in JavaScript, such a DOM rendering and event handling.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7849,,None,4,"Evolving standards are improving this situation all the time. Up until Internet Explorer 8 or so it was a real necessity to have different stylesheets for different browsers and devices, and responsive design wasn't a thing. Today there are fewer quirks and the situation will continue to improve.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7850,,None,1,"Developing for the web means only having to concern yourself with presentation on different devices, and not worrying about backend functionality will be implemented on different systems.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7851,,None,1,"If learning curves is less or easier than making own code, it still worth to learn.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7852,,None,1,"If there are no such libraries and frameworks, you will make more codes to make your own programs work properly.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7853,,None,2,The fact that some apps and webs need the code they load doesn't justify the vast majority of them loading and processing just too much of the code they could make use of.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7854,,None,2,"used to be programming only in computer. now need to program for PC, glass, mobile, Ipad, Mac, iphone, xbox, and so on.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7855,,None,3,"The evolution of users expectations. 
Originally website users would expect just a few images and texts. Once we offered rich applications they would expect that everywhere.
It's pretty common to find people thinking that integrating text editor-like functionalities is something trivial.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7856,,None,7,"used to fit only one big screen, now need to fit in pc screen, ipad screen, iphone screen, other phone screen, watch screen, glass screen. in the future, VR screen or 3D screen.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7857,,None,2,"used to be programming for windows or Linux only. now, need to program for ios,andriod, windows,windows mobile, linux.



",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7858,,None,2,A framework that forces you to think about things in a different manner and exposure to new concepts can serve to make you a better developer and serve clients better,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7859,,None,3,"Framework fragmentation means that any developer who wants to have a reasonable set of job choices at a given time, cannot keep a focused path, lest they end up in an unfashionable dead-end.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7860,,None,3,libraries and framework require learning curves and learning unique ways of usage.,because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7861,,None,1,"make own code which functions like a third party libraries, you still need learning specific knowledge for that area, even you need to study the third party source code to make you own code library work.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7862,,None,1,One has to support a much wider variety of devices and platforms now. Frameworks that worked 10 years ago now flat-out don't work on many devices.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7863,,None,3,Just because an application uses part of a framework does not necessarily mean that the entire framework needs to be bundled.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7864,,None,2,"However, some libraries create complex leaky abstractions on top of things that already exist in JavaScript, meaning you have to learn the framework and the conflicting underlying model.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7865,,None,2,The frameworks make development easier or at least as easy as it was 10 years ago. Web programming is complicated just because you try to keep up with new technology.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7866,,None,4,"Each framework offers a small number of useful innovations and abstractions for a particular task, and then heavily couples it with a large set of redundant functionality. Libraries are then tied to  individual frameworks, rather than languages.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7867,,None,1,"And each divergent device profile that must be supported potentially represents new input paradigms (touch, mouse, voice, d-pad, pen, etc.) and output scale (TV, workstation, laptop, tablet, smart phone, feature phone, etc.).",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7868,,None,4,"Simple plain text pages, such as the first web page ever created (see source), work fine on all these devices.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7869,,None,2,"JS is quirky, but just because one doesn't immediately get it doesn't mean they're a bad programmer. Also, JS's versatility lends itself to a wide variety of frameworks and libraries; in many cases, choosing the tool is much more daunting than the task itself. Both of these make JS complicated.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7870,,None,2,"Anyone who thinks web programming is complicated because of javascript is in general an incompetent programmer.

Replace javascript with *any* other language, and you'd still have similar amount of complexity. Try any existing X->to->JS compilers if you want to.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7871,,None,1,"It doesn't matter whether some programmers don't have a choice in tools. Ultimately, whoever decides is responsible for the choice, the ""right choice"" is correct regardless of how many ""unnecessarily complicated"" choices exist or will exist in the future (loop this logic when requirements change)",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7872,,None,3,The underlying OS is abstracted away by the web browser. Chrome and Firefox have 88% of the browser market share as of May 2016.,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7873,,None,1,"programmers don't often have a choice in the tools they use, and even if they did, it would be bad for their careers to put simplicity first-technical interviewers have unrealistic ideas about their requirements and value ""rock stars"" with buzzword-complaint resumes over sound engineering judgement.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7874,,None,3,OO design does not require static typing. Smaller frameworks can be built with dynamically typed languages. ,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7875,,None,2,"The frameworks add little value, so they can be created quickly. However, many use different sets of abstractions, rather than add to existing model of JavaScript and the browser.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7876,,None,1,"Many frameworks simply re-invent things that already exist in JavaScript, such a DOM rendering and event handling.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7877,,None,4,"Evolving standards are improving this situation all the time. Up until Internet Explorer 8 or so it was a real necessity to have different stylesheets for different browsers and devices, and responsive design wasn't a thing. Today there are fewer quirks and the situation will continue to improve.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7878,,None,1,"Developing for the web means only having to concern yourself with presentation on different devices, and not worrying about backend functionality will be implemented on different systems.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7879,,None,1,"If learning curves is less or easier than making own code, it still worth to learn.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7880,,None,1,"If there are no such libraries and frameworks, you will make more codes to make your own programs work properly.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7881,,None,2,The fact that some apps and webs need the code they load doesn't justify the vast majority of them loading and processing just too much of the code they could make use of.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7882,,None,2,"used to be programming only in computer. now need to program for PC, glass, mobile, Ipad, Mac, iphone, xbox, and so on.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7883,,None,3,"The evolution of users expectations. 
Originally website users would expect just a few images and texts. Once we offered rich applications they would expect that everywhere.
It's pretty common to find people thinking that integrating text editor-like functionalities is something trivial.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7884,,None,7,"used to fit only one big screen, now need to fit in pc screen, ipad screen, iphone screen, other phone screen, watch screen, glass screen. in the future, VR screen or 3D screen.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7885,,None,2,"used to be programming for windows or Linux only. now, need to program for ios,andriod, windows,windows mobile, linux.



",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7886,,None,2,A framework that forces you to think about things in a different manner and exposure to new concepts can serve to make you a better developer and serve clients better,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7887,,None,3,"Framework fragmentation means that any developer who wants to have a reasonable set of job choices at a given time, cannot keep a focused path, lest they end up in an unfashionable dead-end.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7888,,None,3,libraries and framework require learning curves and learning unique ways of usage.,because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7889,,None,1,"make own code which functions like a third party libraries, you still need learning specific knowledge for that area, even you need to study the third party source code to make you own code library work.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7890,,None,1,One has to support a much wider variety of devices and platforms now. Frameworks that worked 10 years ago now flat-out don't work on many devices.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7891,,None,3,Just because an application uses part of a framework does not necessarily mean that the entire framework needs to be bundled.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7892,,None,2,"However, some libraries create complex leaky abstractions on top of things that already exist in JavaScript, meaning you have to learn the framework and the conflicting underlying model.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7893,,None,2,The frameworks make development easier or at least as easy as it was 10 years ago. Web programming is complicated just because you try to keep up with new technology.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7894,,None,4,"Each framework offers a small number of useful innovations and abstractions for a particular task, and then heavily couples it with a large set of redundant functionality. Libraries are then tied to  individual frameworks, rather than languages.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7895,,None,1,"And each divergent device profile that must be supported potentially represents new input paradigms (touch, mouse, voice, d-pad, pen, etc.) and output scale (TV, workstation, laptop, tablet, smart phone, feature phone, etc.).",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7896,,None,4,"Simple plain text pages, such as the first web page ever created (see source), work fine on all these devices.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7897,,None,2,"JS is quirky, but just because one doesn't immediately get it doesn't mean they're a bad programmer. Also, JS's versatility lends itself to a wide variety of frameworks and libraries; in many cases, choosing the tool is much more daunting than the task itself. Both of these make JS complicated.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7898,,None,2,"Anyone who thinks web programming is complicated because of javascript is in general an incompetent programmer.

Replace javascript with *any* other language, and you'd still have similar amount of complexity. Try any existing X->to->JS compilers if you want to.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7899,,None,1,"It doesn't matter whether some programmers don't have a choice in tools. Ultimately, whoever decides is responsible for the choice, the ""right choice"" is correct regardless of how many ""unnecessarily complicated"" choices exist or will exist in the future (loop this logic when requirements change)",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7900,,None,3,The underlying OS is abstracted away by the web browser. Chrome and Firefox have 88% of the browser market share as of May 2016.,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7901,,None,1,"programmers don't often have a choice in the tools they use, and even if they did, it would be bad for their careers to put simplicity first-technical interviewers have unrealistic ideas about their requirements and value ""rock stars"" with buzzword-complaint resumes over sound engineering judgement.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7902,,None,3,OO design does not require static typing. Smaller frameworks can be built with dynamically typed languages. ,but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7903,,None,2,"The frameworks add little value, so they can be created quickly. However, many use different sets of abstractions, rather than add to existing model of JavaScript and the browser.",because,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7904,,None,1,"Many frameworks simply re-invent things that already exist in JavaScript, such a DOM rendering and event handling.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7905,,None,4,"Evolving standards are improving this situation all the time. Up until Internet Explorer 8 or so it was a real necessity to have different stylesheets for different browsers and devices, and responsive design wasn't a thing. Today there are fewer quirks and the situation will continue to improve.",however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7906,,None,1,"Developing for the web means only having to concern yourself with presentation on different devices, and not worrying about backend functionality will be implemented on different systems.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7907,,None,1,"If learning curves is less or easier than making own code, it still worth to learn.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7908,,None,1,"If there are no such libraries and frameworks, you will make more codes to make your own programs work properly.",but,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7909,,None,2,The fact that some apps and webs need the code they load doesn't justify the vast majority of them loading and processing just too much of the code they could make use of.,however,Web programming is getting unnecessarily complicated,https://en.arguman.org/web-programming-is-getting-unnecessarily-complicated
7910,,None,1,"Then propose a new definition for what a human being is.   A fetus (and all stages before birth) is alive, because it is receiving nutrients and growing via cellular reproduction.  And a fetus is human because it came from human parents and have human DNA.  ",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7911,,None,1,"Unconsciousness does not justify a death sentence of being ripped to shreds (see ""vacuum aspiration"", the most common method of abortion). Would you have condoned this death sentence for Jerry Garcia or Stevie Wonder during their temporary unconsciousness?",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7912,,None,1,"I would bite the bullet and say yes, they are less important.

Intuition pump: a plane is going to crash and there is one parachute left. Who should take it, the able-bodied or the disabled twin?",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7913,,None,1,Monkeys do it. It's called the Bruce effect. Monkeys seem pretty natural to me...,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7914,,None,1,"Secondly, adoption has huge effects on the birthparents. Over 3/4 of survey responders responded that they still harbored grief over their adopted child after 12-20 years.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7915,,None,1,"The original post, saying abortion should be illegal, is read as an all-inclusive statement. Therefore, even when the mother's life is at risk, the original poster believes abortion should be illegal.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7916,,None,1,It is not false. A pluripotent cell (iPS or cancer) has the DNA of the original individual and does not need new DNA. Your condition that a zygote can develop into a human given the right condition can be applied to any pluripotent cell as a full set of chromosomes are already present.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7917,,None,12,"your definition of murder...
""The unlawful killing of another human being without justification or excuse."" 
... is irrelevant because 
A) Zygotes are not human beings.
B) Abortion is in itself the ""justification or excuse"" for the cause.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7918,,None,1,"Your site on the definition of murder also mentions malice. This implies that all abortions are malicious, and that there is no justification whatsoever. You must prove that abortion is inherently malicious, since malice is a requirement of abortion.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7919,,None,1,"It doesn't. It argues life and humanity separately. Regardless, let's imagine a headless corpse where a machine is providing simulated brain activity to maintain basic functions and satisfying all parts of the argument. This wouldn't be human life, thus the definition remains insufficient.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7920,,None,1,"This does reveal an interesting and somewhat hypocritical quality of modern opinion. In a given situation, we would give a more ""advanced"" or ""developed"" human precedence over a lesser being. In our youth we are taught to treat  all people as equals. I'm not taking a stance either way. ",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7921,,None,2,"A miscarriage may also be called a ""spontaneous abortion."" This refers to naturally occurring events. Around half of all fertilized eggs die and are lost (aborted) spontaneously, usually before the woman knows she is pregnant. ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7922,,None,1,"But leaving someone to their own bodily devices is not violating their bodily autonomy. Choosing to not physically breath for someone who's body can't breath on their own is not taking away their rights. Their bodies own failings are what's leading to their death. 
",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7923,,None,4,Disconnecting life support under the circumstance that the supported individual gave some form of consent prior to being incapacitated is not murder.,however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7924,,None,1,"The reasons you cite ultimately determine whether the mother wants a baby or not, hence the term ""wantedness"".",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7925,,None,1,"They were once conscious, and have the possibility of becoming conscious in the future.",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7926,,None,1,"The argument above cites human DNA as part of it's definition. Flies, by nature of having fly DNA, do not have human DNA and therefor do not fit the confines of the argument.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7927,,None,1,"No, it's like saying a seed is not a tree.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7928,,None,1,With abortion life is taken. Without it there is more time to save mothers life,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7929,,None,4,Taking a lfe is murder. Consent is irelevant,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7930,,None,4,War should be illegal,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7931,,None,2,"Your site for the definition of murder cites no legal excuse as a defining characteristic. However, as abortion is legal, this is a false equivalence. ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7932,,None,3,"If you use that as a justification for killing an unborn baby, than it is just as legal to kill a toddler.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7933,,None,1,Who has the authority to declare moral principles?,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7934,,None,11,"Forcing a girl or woman to carry a fetus to term, when it causes the death of the mother, is also murder.",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7935,,None,2,"Not every denied abortion would result in a dead mother. In fact, most (American) laws banning abortion already make exception in cases where the mother's health is at serious risk.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7936,,None,1,"It is contentious to assert that a fetus is equivalent to a sapling when others might argue that a sapling is more similar to an infant. This is merely the 'when does life begin' debate, but with more colorful metaphors. ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7937,,None,2,"A zygote is a human being. It is simply a human at a very early stage of development.  Next comes fetus, then infant, then toddler, and eventually adult.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7938,,None,1,No because murder is murder no matter the age. Just because that person has taken lives does not make it right to turn around and take his. ,because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7939,,None,3,"Pluripotent cancerous cells could also hypothetically develop into a human (by definition, pluripotent cells can differentiate into all three germ cell types) given the right environment - teratomas often form with all three germ layers present. Ability to and are, are two different concepts ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7940,,None,3,Who could possibly determine the quality of life a person would ultimately experience? Especially before the child is born.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7941,,None,1,"This implies that a life that cannot experience anything does not deserve protection, as if sensation and memory were the basis for human rights.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7942,,None,2,this is an exceptional situation and can have exceptional ways of dealing with it. Yet this is still inconvenience comparing to killing a human.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7943,,None,2,This is like saying a sapling is not a tree just because it is not full size and has not reached it's potential yet.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7944,,None,1,"As this applies to abortions, does a person's ""wantedness"" determine their value?  No.  We aim to treat everyone with equal value, regardless of age, sex, ability, and level of awareness.",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7945,,None,2,"Indeed, my point exactly. Something so subjective is no basis for an argument.",because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7946,,None,1,"Yes, this would be difficult. I still don't see how punishing the baby in the situation is a good solution.  Punish the rapist, not the innocent people involved.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7947,,None,1,Tacos taste good.,because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7948,,None,1,Abortion has an even greater effect on the baby--it never ends well for them.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7949,,None,5,People will also kill whether or not it is legal.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7950,,None,1,"Even if 100% of humanity had no recollection of the womb, this would not necessarily lead to the conclusion that we are not sentient while in the womb.  We forget a lot of things that we would still say we were sentient while doing.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7951,,None,1,This is irrelevant considering the situations where consent could not be given.,however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7952,,None,1,"Isn't it? There is no meaningful moral difference between a brain-dead coma patient and broken computer; the only actual difference of any import is the former's organic human heartbeat, which by itself should have no moral relevance.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7953,,None,1,"There are those that only see resemblance in common ancestors such as apes, and in all likelihood, see no resemblance in a fetus. ",because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7954,,None,2,"Your source does not state that a functional nervous system is what defines a human. 
Unlike an embryo, when given time, nutrition, and a proper environment, cheek cells cannot develop into a human organism, so the potential is different.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7955,,None,1,There are more moral ways to control population,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7956,,None,1,Keeping abortion legal deprives a baby of it's right to life.  Right to life should outweigh right to bodily autonomy.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7957,,None,1,A fetus's brain is not developed enough to sustain consciousness.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7958,,None,1,Consent cannot be irrelevant in every case; consider when someone of sound mind and body desires to die. ,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7959,,None,1,"No, thats's wrong.  Cheek cells, given all the things you just gave, can also become an actual human being.  Its called cloning. we already clone complex mammals. Its just illegal to clone humans, but it is possible - at great cost. ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7960,,None,3,"Embryos with anencephaly can be diagnosed with ultrasound, and are essentially guaranteed to not live past birth.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7961,,None,1,Your definition of murder is incorrect. Murder must be legal. ,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7962,,None,1,"illegal* 

Also, I cite all modern dictionaries ",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7963,,None,1,Would you kill born babies/toddlers in order to control population?  Of course not. Therefore this argument is no reason to keep abortion legal.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7964,,None,1,Believing that something is normal or not doesn't speak to that as well.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7965,,None,2,the same can be said about people who killed their children. And harbouring grief is way lower than killing a human,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7966,,None,3,Simply because something might be harmful to a person is not justification for making it legal. It is also ironic you mentioned harm to the zygote as a way to justify abortion.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7967,,None,1,"The fetus should be a lot less important than the mother for abortion to be ok.
If we consider the fetus to be about as important as the mother, we would probably not want abortion to be legal in any case.",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7968,,None,1,"By this logic, we should also ban contraception.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7969,,None,2,"plummeting birth rates are neither inherently positive or negative. If population is growing faster than economic resources, then plummeting birth rates is a positive thing. ",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7970,,None,1,"You could say that everything in existence is natural, Including Tools/Thoughts/Procedures that us humans created. Humans use it subjectively to prove their points.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7971,,None,1,"Over time, that would cause a major increase in the number of children put up for adoption. There wouldn't be the resources to keep up.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
